2.049800000022514723e-01	1.505000000000000071e+01
2.124899999980698340e-01	1.501999999999999957e+01
2.199299999992945231e-01	1.502999999999999936e+01
2.273799999966286123e-01	1.505000000000000071e+01
2.919632000000274274e+01	1.506000000000000050e+01
2.920550999999977648e+01	1.501999999999999957e+01
2.921472000000358094e+01	1.502999999999999936e+01
2.922378999999637017e+01	1.506000000000000050e+01
3.621981999999843538e+01	1.505000000000000071e+01
3.622682999999960884e+01	1.505000000000000071e+01
3.623384999999689171e+01	1.502999999999999936e+01
3.624091000000044005e+01	1.505000000000000071e+01
5.915999000000010710e+01	1.506000000000000050e+01
5.916805000000022119e+01	1.505000000000000071e+01
5.917609999999694992e+01	1.505000000000000071e+01
5.918417000000044936e+01	1.507000000000000028e+01
2.474827599999989616e+02	1.509999999999999964e+01
2.474887000000016997e+02	1.509999999999999964e+01
2.474946199999976670e+02	1.508999999999999986e+01
2.475005400000009104e+02	1.509999999999999964e+01
2.695234399999972084e+02	1.509999999999999964e+01
2.695298200000033830e+02	1.508000000000000007e+01
2.695363900000011199e+02	1.509999999999999964e+01
2.695428499999979977e+02	1.508999999999999986e+01
2.804755999999979394e+02	1.509999999999999964e+01
2.804826099999991129e+02	1.513000000000000078e+01
2.804896200000002864e+02	1.508999999999999986e+01
2.804966599999970640e+02	1.508999999999999986e+01
3.493284399999974994e+02	1.507000000000000028e+01
3.493354899999976624e+02	1.507000000000000028e+01
3.493424999999988358e+02	1.507000000000000028e+01
3.493494999999966240e+02	1.508999999999999986e+01
3.673228999999992084e+02	1.505000000000000071e+01
3.673236400000023423e+02	1.508999999999999986e+01
3.673245099999985541e+02	1.508999999999999986e+01
3.673252599999977974e+02	1.501999999999999957e+01
3.792377100000012433e+02	1.508000000000000007e+01
3.792453999999997905e+02	1.508000000000000007e+01
3.792530699999988428e+02	1.508000000000000007e+01
3.792607199999984005e+02	1.508999999999999986e+01
3.901802899999966030e+02	1.507000000000000028e+01
3.901874899999966146e+02	1.505000000000000071e+01
3.901946400000015274e+02	1.503999999999999915e+01
3.902018400000015390e+02	1.506000000000000050e+01
3.911649800000013784e+02	1.505000000000000071e+01
3.911717700000008335e+02	1.505000000000000071e+01
3.911784400000033202e+02	1.505000000000000071e+01
3.911851999999998952e+02	1.503999999999999915e+01
4.072342999999964377e+02	1.500000000000000000e+01
4.072353099999963888e+02	1.500999999999999979e+01
4.072363600000026054e+02	1.498000000000000043e+01
4.072373999999981606e+02	1.497000000000000064e+01
4.101980100000000675e+02	1.506000000000000050e+01
4.102118800000025658e+02	1.505000000000000071e+01
5.985094299999982468e+02	1.503999999999999915e+01
5.985178299999970477e+02	1.503999999999999915e+01
5.985262199999997392e+02	1.502999999999999936e+01
5.985346900000004098e+02	1.502999999999999936e+01
6.194889699999985169e+02	1.503999999999999915e+01
6.194983399999982794e+02	1.505000000000000071e+01
6.195079199999963748e+02	1.506000000000000050e+01
6.195197100000004866e+02	1.503999999999999915e+01
6.314540599999963888e+02	1.501999999999999957e+01
6.314643100000030245e+02	1.502999999999999936e+01
6.314745400000028894e+02	1.501999999999999957e+01
6.314847700000027544e+02	1.503999999999999915e+01
7.052544899999993504e+02	1.500999999999999979e+01
7.052631600000022445e+02	1.500000000000000000e+01
7.052718499999973574e+02	1.500999999999999979e+01
7.052805200000002515e+02	1.499000000000000021e+01
7.452395000000033178e+02	1.499000000000000021e+01
7.452486999999964610e+02	1.494999999999999929e+01
7.452579100000002654e+02	1.498000000000000043e+01
7.452672800000000279e+02	1.497000000000000064e+01
9.545127100000026985e+02	1.490000000000000036e+01
9.545189099999988684e+02	1.491000000000000014e+01
9.545249899999980698e+02	1.489000000000000057e+01
9.545310600000011618e+02	1.491000000000000014e+01
9.844876300000032643e+02	1.492999999999999972e+01
9.844942099999971106e+02	1.492999999999999972e+01
9.845006999999968684e+02	1.491999999999999993e+01
9.845072300000028918e+02	1.493999999999999950e+01
1.019390079999997397e+03	1.491000000000000014e+01
1.019394330000002810e+03	1.489000000000000057e+01
1.019398600000000442e+03	1.488000000000000078e+01
1.019402860000001965e+03	1.490000000000000036e+01
1.064348510000003444e+03	1.490000000000000036e+01
1.064353889999998501e+03	1.488000000000000078e+01
1.064359299999996438e+03	1.490000000000000036e+01
1.064364670000002661e+03	1.491000000000000014e+01
1.071300739999998768e+03	1.484999999999999964e+01
1.071309679999998480e+03	1.486999999999999922e+01
1.071318650000001071e+03	1.485999999999999943e+01
1.071327610000000277e+03	1.488000000000000078e+01
1.073381379999998899e+03	1.485999999999999943e+01
1.073387459999998100e+03	1.484999999999999964e+01
1.073393580000003567e+03	1.485999999999999943e+01
1.073399799999999232e+03	1.485999999999999943e+01
1.085292849999997998e+03	1.489000000000000057e+01
1.085299330000001646e+03	1.488000000000000078e+01
1.085305780000002414e+03	1.486999999999999922e+01
1.085312219999999797e+03	1.486999999999999922e+01
1.112170219999999972e+03	1.478999999999999915e+01
1.112174409999999625e+03	1.483000000000000007e+01
1.112178260000000591e+03	1.482000000000000028e+01
1.112182050000003073e+03	1.483999999999999986e+01
1.333542690000002040e+03	1.490000000000000036e+01
1.333546520000003511e+03	1.488000000000000078e+01
1.333550210000001243e+03	1.490000000000000036e+01
1.333553999999996449e+03	1.486999999999999922e+01
1.363448949999998149e+03	1.491000000000000014e+01
1.363453730000001087e+03	1.491000000000000014e+01
1.363458520000000135e+03	1.490000000000000036e+01
1.363465309999999590e+03	1.491000000000000014e+01
1.371428829999997106e+03	1.491999999999999993e+01
1.371434880000000703e+03	1.490000000000000036e+01
1.371440790000000561e+03	1.491000000000000014e+01
1.371446799999997893e+03	1.491999999999999993e+01
1.421399949999999080e+03	1.492999999999999972e+01
1.421407520000000659e+03	1.493999999999999950e+01
1.421415070000002743e+03	1.491999999999999993e+01
1.421422639999997045e+03	1.492999999999999972e+01
1.441313390000002983e+03	1.492999999999999972e+01
1.441318260000000009e+03	1.492999999999999972e+01
1.441323109999997541e+03	1.493999999999999950e+01
1.441327850000001490e+03	1.491000000000000014e+01
1.446244030000001658e+03	1.490000000000000036e+01
1.446251579999996466e+03	1.489000000000000057e+01
1.446259050000000570e+03	1.489000000000000057e+01
1.446266629999998258e+03	1.489000000000000057e+01
1.454259720000001835e+03	1.491000000000000014e+01
1.454268409999996948e+03	1.491000000000000014e+01
1.454277119999998831e+03	1.492999999999999972e+01
